RUC,NOMBRE O RAZÓN SOCIAL,ESTADO DEL CONTRIBUYENTE,CONDICIÓN DE DOMICILIO,UBIGEO,DIRECCIÓN
20563476746,SERVI CLEAN GREEN S.A.C.,ACTIVO,HABIDO,150131,AV. CORONEL PEDRO PORTILLO URB. COUNTRY CLUB EL GOLF 696 01
20563484170,DISTRIBUIDORA DE EQUIPOS Y REPUESTOS INDUSTRIALES S.A.C. - DISERISAC,ACTIVO,HABIDO,150131,PJ. MIGUEL DE ECHENIQUE URB. CONTRY CLUB 136
20563487608,MP HEALTH SOLUTIONS S.A.C.,ACTIVO,HABIDO,150131,CAL. LOS LAURELES 362 403
20563488752,CORPORACION EMPRESARIAL PERUANA  ADUANERA LOGISTIC S.A.C. -CEPA LOGISTIC S.A.C.,ACTIVO,HABIDO,150131,CAL. 6 URB. CORPAC 281 301
20563494566,COOPERATIVA DE SERVICIOS MULTIPLES FONDO DE RIQUEZA\, TALENTO Y UNION NA,ACTIVO,HABIDO,150131,AV. JAVIER PRADO ESTE 465
20563526786,LAMOR PERU S.A.C.,ACTIVO,HABIDO,150131,CAL. AMADOR MERINO REYNA URB. JARDIN 496 303
20563532913,INTERFUERZA PERU S.A.C,ACTIVO,HABIDO,150131,CAL. LAS PALMERAS URB. ORRANTIA 207
20563539764,JUNTA DE PROPIETARIOS DEL EDIFICIO ELIZABETH COURT,ACTIVO,HABIDO,150131,AV. N DE RIVERA 813
20563541408,ASOCIACION PERUANA DE DONANTES DE SANGRE,ACTIVO,HABIDO,150131,CAL. LAS CAMELIAS 877 302
20563545497,VILLANA BISTROT S.A.C.,ACTIVO,HABIDO,150131,AV. DOS DE MAYO 961 1202
20563551896,SOCIEDAD PERUANA DE MEDICINA ESTETICA ODONTOLOGICA Y ANTIENVEJECIMIENTO S.R.L.,ACTIVO,HABIDO,150131,CAL. VIRREY TOLEDO 330 301
20563554721,CIRRUS SOFTWARE FOR ENGINEERING S.A.C - CSFE S.A.C.,ACTIVO,HABIDO,150131,AV. JORGE BASADRE 840 503
20563568608,SERVICIOS INTEGRALES CONFIABLES S.A.C.,ACTIVO,HABIDO,150131,CAL. GERMAN SCHEREIBER URB. SANTA ANA 276
20563579553,HITACHI RAIL STS S.P.A. SUCURSAL DEL PERU,ACTIVO,HABIDO,150131,AV. PEREZ ARANIBAR - PISO 7 - 1872 701
20563594510,BENKHAL E.I.R.L.,ACTIVO,HABIDO,150131,AV. JPRADO  OESTE TORRE I 875 301
20563597292,INVERSIONES & NEGOCIACIONES MENDOZA S.A.C.,ACTIVO,HABIDO,150131,CAL. CORONEL ANDRES REYES URB. JARDIN 437 601
20563598264,IBUCO INVESTMENTS S.A.C.,ACTIVO,HABIDO,150131,AV. EMILIO CAVENECIA 225 309
20563599317,REVULMAQ S.A.C.,ACTIVO,HABIDO,150131,CAL. AUDIENCIA 190 530 I7
20563605066,CONSORCIO CESEL - CAL Y MAYOR,ACTIVO,HABIDO,150131,AV. JOSE GALVEZ BARRENECHEA 646
20563624362,GL EVENTS LIVE S.A. SUCURSAL DEL PERU,ACTIVO,HABIDO,150131,AV. CAMINO REAL 456 1202
20563624796,PARTNERS CAP S.A.C.,ACTIVO,HABIDO,150131,AV. SANTO TORIBIO 240 403
20563636379,INGECORP PERU S.A.C.,ACTIVO,HABIDO,150131,CAL. LAS ORQUIDEAS OFICINA ORQ 585
20563638312,JUNTA DE PROPIETARIOS AVENIDA GENERAL SALAVERRY NUMERO 3339-3345 LOTE N° 45 Y 46 DE LA MANZANA 58,ACTIVO,HABIDO,150131,AV. GRAL FELIPE SALAVERRY URB. COUNTRY CLUB 3333
20563646099,YSC INTERIORES E.I.R.L.,ACTIVO,HABIDO,150131,CAL. CARLOS E. FERREYROS 1028 601
20563647656,RED PONTIS S.A.C.,ACTIVO,HABIDO,150131,CAL. CORONEL ANDRES REYES URB. JARDIN 437 902
20563656728,ASOCIACION DONANTES DE FELICIDAD,ACTIVO,HABIDO,150131,CAL. CALLE TREINTA URB. CORPAC 240
20563664666,ALEATICA S.A.,ACTIVO,HABIDO,150131,AV. REPÚBLICA DE COLOMBIA 791
20563680432,JUNTA DE PROPIETARIOS EDIFICIO ALVAREZ CALDERON N°265 -267 -269\, SAN ISIDRO,ACTIVO,HABIDO,150131,AV. ALVAREZ CALDERON URB. SANTA ISABEL 265
20563683709,HOBIGO S.A.C.,ACTIVO,HABIDO,150131,AV. FELIPE PARDO Y ALIAGA URB. SANTA CRUZ 699 803
20563685825,SERVICIOS EMPRESARIALES MAX S.A.C.,ACTIVO,HABIDO,150131,AV. FELIPE PARDO Y ALIAGA URB. SANTA CRUZ 699 803
20563686635,INMOBILIARIA TITANIO S.A.C.,ACTIVO,HABIDO,150131,AV. EMILIO CAVENECIA 225 519
20563694140,DOOMAN S.A.C,ACTIVO,HABIDO,150131,CAL. RICARDO ANGULO URB. CORPAC 332
20563715911,TELECABINAS KUELAP SOCIEDAD ANONIMA,ACTIVO,HABIDO,150131,AV. LAS BEGONIAS URB. JARDIN 441 901
20563723859,LSM INVERSIONES S.A.C.,ACTIVO,HABIDO,150131,AV. REPUBLICA DE COLOMBIA 671 301
20563723930,GRUPO ALTEA S.A.C.,ACTIVO,HABIDO,150131,CAL. GERMAN SCHREIBER 276 240
20563741679,PERIFERIA IT CORP PERU S.A.C.,ACTIVO,HABIDO,150131,CAL. GERMAN SCHEREIBER URB. SANTA ANA 276
20563751551,LOEM SUPPORT S.A.C,ACTIVO,HABIDO,150131,AV. JAVIER PRADO ESTE 560 2302
20563758482,SOCIEDAD MEDITERRANEA CERTIFICACIONES PERU S.A.C.,ACTIVO,HABIDO,150131,CAL. DEAN VALDIVIA URB. JARDIN 148 1101
20563763214,GRENERGY PERU SOCIEDAD ANONIMA CERRADA-GRENERGY PERU S.A.C.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO ESTE 488 39 9
20563764709,BRITISH COUNCIL SUCURSAL LIMA,ACTIVO,HABIDO,150131,CAL. LAS ORQUIDEAS URB. JARDIN 585 II
20563767635,BRANDINMIND EMPRESA INDIVIDUAL DE RESPONSABILIDAD,ACTIVO,HABIDO,150131,CAL. LOS FICUS URB. ORRANTIA 330 401
20563773791,IMPORTADORA TEXTIL EJYC S.A.C,ACTIVO,HABIDO,150131,AV. JOSE FAUSTINO SANCHEZ CAR URB. SAN FELIPE 250 302
20563785617,INVERSIONES COLORISTAS S.A.C.,ACTIVO,HABIDO,150131,CAL. PANCHO FIERRO 194 2
20563797976,JUNTA DE PROPIETARIOS AVENIDA GENERAL JACINTO LARA N° 171-175 Y PARQUE HERMASIA PAYET N° 43-45 URBAN,ACTIVO,HABIDO,150131,CAL. GRAL. JACINTO LARA URB. SAN GABRIEL 167
20533308784,ZELEMAR REPRESENTACIONES E.I.R.L.,ACTIVO,HABIDO,150131,CAL. JOSE GRANDA URB. SANTA ROSA 280 701
20606047984,SUX SALON CREATIVE S.A.C.,ACTIVO,HABIDO,150131,AV. DEL PARQUE SUR URB. CORPAC 215
20565203682,ASOCIACION AGRI-TERRA DEL PERU,ACTIVO,HABIDO,150131,CAL. LAS CASTAÑITAS URB. EL PALOMAR 138
20565212169,INSTITUTO DE FERTILIDAD RICARDO PALMA S.A.C.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO ESTE 1010 3ERP 301
20565217802,BAP CONSULTORIA DE SISTEMAS S.A.C,ACTIVO,HABIDO,150131,AV. 2 DE MAYO 645 C
20565220854,OFTALVIST SOCIEDAD ANONIMA CERRADA - OFTALVIST S.A.C.,ACTIVO,HABIDO,150131,AV. JOSÉ GÁLVEZ BARRENECHEA URB. CÓRPAC 356
20565234561,VERA AUDITORES Y ASOCIADOS SOCIEDAD CIVIL DE RESPONSABILIDAD LIMITADA,ACTIVO,HABIDO,150131,CAL. AMADOR MERINO REYNA 307 1101
20100123763,CETCO S.A.,ACTIVO,HABIDO,150131,AV. FELIPE PARDO Y ALIAGA 652 1001
20565243471,MCF SOCIEDAD ANONIMA CERRADA - MCF S.A.C.,ACTIVO,HABIDO,150131,AV. DOS DE MAYO 961 1201
20565248279,PANADERIA Y CAFETERIA WILLY PERU E.I.R.L.,ACTIVO,HABIDO,150131,AV. ANDRES ARAMBURU URB. CHACARILLA DE SANTA CRUZ 269
20565253353,SERVICIOS ALIMENTARIOS SANTA FE S.A.C.,ACTIVO,HABIDO,150131,CAL. 54 URB. CORPAC 115
20565261704,SERVICIOS DE DIAGNOSTICO POR IMAGEN Y RADIOLOGIA INTERVENCIONISTA PERU E.I.R.L.,ACTIVO,HABIDO,150131,AV. CONQUISTADORES 1020 401
20565267907,CORPORACION BROBIS S.A.C.,ACTIVO,HABIDO,150131,CAL. GERMAN SCHREIBER 276
20565268890,CONSTRUYENDO TU EMPRESA S.A.C.,ACTIVO,HABIDO,150131,CAL. LAS CAMELIAS 877 302
20565270100,PERFOMANCE CONSULTORES S.A.C.,ACTIVO,HABIDO,150131,CAL. LOS CEDROS URB. ORRANTIA 238 304
20565280911,BETANCOURT & ASOCIADOS S. CIVIL DE R. L.,ACTIVO,HABIDO,150131,CAL. LAS CAMELIAS 710 201
20565282370,CULTINOR S.A.C.,ACTIVO,HABIDO,150131,CAL. AMADOR MERINO REYNA 267 701
20565283775,THE HANGER SOCIEDAD ANONIMA CERRADA - THE HANGER S.A.C.,ACTIVO,HABIDO,150131,CAL. MIGUEL DASSO RES. MIGUEL DASSO 110
20565307119,NEORIS PERU S.A.C.,ACTIVO,HABIDO,150131,CAL. AMADOR MERINO REYNA 295 901
20565309081,HOLDING EXSA S.A.C.,ACTIVO,HABIDO,150131,AV. DIONISIO DERTEANO URB. SANTA ANA 144 1901
20565318234,VOCATI CONSULTING S.A.C,ACTIVO,HABIDO,150131,AV. PASEO DE LA REPUBLICA URB. SANTA ANA 3195 1004
20565323157,GRUPO BRIC S.A.C,ACTIVO,HABIDO,150131,CAL. RIO DE LA PLATA URB. SANTA CRUZ 442
20565324391,GSE INVERSIONES S.A.C,ACTIVO,HABIDO,150131,CAL. AMADOR MERINO REYNA URB. JARDIN 267 802
20565324714,GJ FACTORY E.I.R.L.,ACTIVO,HABIDO,150131,AV. NICOLAS DE RIVERA URB. ORRANTIA 366 502
20565327144,ESCOBAR\, VIDAL Y LEZAMA ABOGADOS SOCIEDAD CIVIL DE RESPONSABILIDAD LIMITADA,ACTIVO,HABIDO,150131,CAL. GERMAN SCHREIBER URB. SANTA ANA 276 240
20565327730,PREDYCA,ACTIVO,HABIDO,150131,CAL. ALFREDO SALAZAR URB. SANTA ISABEL 1293
20565337298,CONSORCIO VIAL IIRSA,ACTIVO,HABIDO,150131,AV. JAVIER PRADO ESTE 488 1102
20565347099,HAM CRIOGENICA PERU S.A.C.,ACTIVO,HABIDO,150131,AV. SANTO TORIBIO 115
20565347684,GENESYS-DS CONSULTING SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,150131,AV. AURELIO MIRO QUESADA 920 1801
20565354389,MONKEY PERU S.A.C.,ACTIVO,HABIDO,150131,JR. JUAN DE ARONA URB. SANTA CRUZ 755 102
20565356161,CORPORACION PETROGOL SOCIEDAD ANONIMA CERRADA - CORPETRO S.A.C.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO OESTE URB. SANTA ROSA 1748 1601
20565361245,DEPE DESIGN S.A.C.,ACTIVO,HABIDO,150131,---- CARLOS PORRAS OSORES URB. SANTA ROSA 396 1101
20565365828,MAVESCO SAC,ACTIVO,HABIDO,150131,AV. LOS LIBERTADORES URB. FUNDO CONDE DE SAN ISIDRO 311
20565377915,LOTIZADORA IBER PERU SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,150131,AV. LOS INCAS URB. EL OLIVAR 172
20565383648,CAPITIO S.A.C.,ACTIVO,HABIDO,150131,AV. LOS INCAS 420
20565400089,COMERCIALIZADORA MAJAAD E.I.R.L.,ACTIVO,HABIDO,150131,PRO. JAVIER PRADO 1166 202
20565403851,ICCGSA INVERSIONES S.A.,ACTIVO,HABIDO,150131,AV. ARAMBURU 651
20565405552,ICCGSA CONCESIONES S.A,ACTIVO,HABIDO,150131,AV. ARAMBURU 651
20565417305,ASOCIACION CAMARA PERUANA EDUCATIVA,ACTIVO,HABIDO,150131,---- LAS CAMELIAS 755
20565423372,ORGANISMO TÉCNICO DE LA ADMINISTRACIÓN DE LOS SERVICIOS DE SANEAMIENTO-OTASS,ACTIVO,HABIDO,150131,CAL. GERMAN SCHEREIBER 210 101
20565428684,BIR SOLUCIONES EMPRESARIALES SAC,ACTIVO,HABIDO,150131,CAL. LOS FICUS 372 401
20565431634,F1 SERVICES & SOLUTIONS S.A.C.,ACTIVO,HABIDO,150131,AV. ENRIQUE CANAVAL Y MOREYRA URB. CORPAC 756 204
20565448103,FICO CAPITAL E.I.R.L.,ACTIVO,HABIDO,150131,AV. VICTOR ANDRES BELAUNDE 184
20565448871,CONSORCIO SUPERVISOR DEL SUR,ACTIVO,HABIDO,150131,AV. REPUBLICA DE PANAMA URB. LIMATAMBO 3420 801
20565454685,CONSORCIO SUPERVISOR  HOSPITALARIO  AYACUCHO,ACTIVO,HABIDO,150131,AV. PABLO CARRIQUIRRY URB. EL PALOMAR 455 11
20565469879,TSUBOYAMA CUZQUEN & NICOLINI ABOGADOS S.A.C.,ACTIVO,HABIDO,150131,AV. LOS LIBERTADORES 155 401
20565478517,TERRAS & OJEDA S.A.C.,ACTIVO,HABIDO,150131,CAL. CORONEL ANDRES REYES URB. JARDIN 420
20573850221,WAYLLAPANPA PERU S.A.C. - WAYLLAPAPESAC,ACTIVO,HABIDO,150131,AV. CHACARRILLA 250
20565494474,TRAFIGURA TERMINALS PERU SOCIEDAD ANONIMA CERRADA - TRAFIGURA TERMINALS PERU S.A.C.,ACTIVO,HABIDO,150131,AV. SANTO TORIBIO 173
20565496841,ARCADIS LOGOS S.A. SUCURSAL DEL PERU EN LIQUIDACION,ACTIVO,HABIDO,150131,CAL. ANDRES REYES 338 104
20565502752,LAPARASCOPIA Y FERTILIDAD S.A.C.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO ESTE 1010 3ERP 301
20565511077,SOFT & NET SOLUCIONES S.A.C.,ACTIVO,HABIDO,150131,CAL. GERMAN SCHREIBER URB. SANTA ANA 184 802
20565516621,AWE CONSTRUCTORA S.A.C.,ACTIVO,HABIDO,150131,AV. JOSE GALVEZ BARRENECHEA URB. CORPAC 930
20565520734,MEDICAL AUDICION PERU S.A.C.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO ESTE URB. CORPAC 1430
20565526694,PROGRAMA NACIONAL DE DESARROLLO TECNOLÓGICO E INNOVACIÓN - PROINNOVATE,ACTIVO,HABIDO,150131,AV. PAZ SOLDAN 193
20565531779,MELISSA HERRERA S.A.C.,ACTIVO,HABIDO,150131,CAL. RAYMUNDO MORALES DE LA TO URB. SANTA CRUZ 140
20565536495,SERVICIOS MEDICOS MENDEZ & MENDEZ S. CIVIL DE R.L.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO OESTE URB. ORRANTIA 1267 1501
20565536657,DRC HOLDING CORP. S.A.C.,ACTIVO,HABIDO,150131,CAL. LOS SAUCES URB. EL ROSARIO 325
20565546610,DUAL GAMMA S.A.C.,ACTIVO,HABIDO,150131,CAL. ALFREDO SALAZAR 314 1101
20565557735,MEDITERRANEA DE CATERING S.L.U. SUCURSAL PERU,ACTIVO,HABIDO,150131,AV. RIVERA NAVARRETE 765 102
20565568001,DOKESIM S.L. - SUCURSAL PERU,ACTIVO,HABIDO,150131,AV. RIVERA NAVARRETE 765 102
20565576527,JUNTA DE PROPIETARIOS DEL EDIFICIO BOULEVARD DEL PRADO TOWER,ACTIVO,HABIDO,150131,AV. JAVIER PRADO OESTE URB. ORRANTIA 1240
20565582098,CONSORCIO SUPERVISOR CESEL - INECO,ACTIVO,HABIDO,150131,AV. JOSE GALVEZ BARRENECHEA 634
20530293298,ECHE & LIJARZA CONSULTORES E.I.R.L.,ACTIVO,HABIDO,150131,AV. PASEO DE LA REPUBLICA URB. SANTA ANA 3245 11
20565613236,SOCIEDAD INMOBILIARIA LOS ANDENES S.A.C.,ACTIVO,HABIDO,150131,CAL. DEAN VALDIVIA 227 202
20565618467,HUMAN RESULTS S.A.C.,ACTIVO,HABIDO,150131,AV. ORRANTIA 180 3
20565619196,DEIMOS SPACE SUCURSAL PERU,ACTIVO,HABIDO,150131,AV. REPUBLICA DE PANAMA URB. SAN ISIDRO 3535 403 0
20565627024,FINDASENSE PERU S.A.C.,ACTIVO,HABIDO,150131,AV. REPUBLICA DE PANAMA URB. LIMATAMBO 3420 1701
20565638905,ANDEAN CROWN CAPITAL MARKETS SOCIEDAD ANÓNIMA,ACTIVO,HABIDO,150131,AV. VICTOR ANDRES BELAUNDE 14 147 201
20565643496,GLOBAL FUEL SOCIEDAD ANONIMA,ACTIVO,HABIDO,150131,AV. REPUBLICA DE PANAMA URB. LIMATAMBO 3591 401
20565676661,Q & C ASOCIADOS,ACTIVO,HABIDO,150131,AV. PETIT  THOUARS 2866 302
20565705271,PATRICIA LOPEZ VASQUEZ E.I.R.L.,ACTIVO,HABIDO,150131,AV. REPUBLICA DE PANAMA URB. LIMATAMBO 3606 316
20565707052,ENERGY CLOUD S.A.C.,ACTIVO,HABIDO,150131,CAL. LOS NOGALES 444 301
20565714938,DISEÑO ARQUITECTURA CONSTRUCCION & SERVICIOS S.A.C. DARCOS,ACTIVO,HABIDO,150131,CAL. DR. RICARDO J. ANGULO RAM 1075
20565739175,GESTORA PERUANA DE HOSPITALES S.A.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO ESTE 560 2302
20565746899,CONSORCIO MAR & TER - NETCORPERU,ACTIVO,HABIDO,150131,AV. GENERAL JUAN ANTONIO PEZE URB. SAN GABRIEL 299 201
20565766814,INMOBILIARIA RENTA PERU S.A.C.,ACTIVO,HABIDO,150131,AV. LAS BEGONIAS 475 701A
20565775996,JUNTA DE PROPIETARIOS DEL EDIFICIO UBICADO EN LA AVENIDA CORONEL PORTILLO N. 594\, ESQUINA CON LA CAL,ACTIVO,HABIDO,150131,AV. CORONEL PORTILLO URB. SANTA MONICA 594 401
20565778073,JUNTA DE PROPIETARIOS DEL EDIFICIO BALTAZAR LA TORRE 1062 - 1066,ACTIVO,HABIDO,150131,CAL. BALTAZAR LA TORRE URB. ORRANTIA DEL MAR 1060
20565778235,FONDO MINERO I - FONDO DE INVERSION PRIVADO,ACTIVO,HABIDO,150131,AV. JORGE BASADRE GROHMANN URB. ORRANTIA 310 502
20565779398,FONDO EQ3 - FONDO DE INVERSION PRIVADO,ACTIVO,HABIDO,150131,AV. JORGE BASADRE GROHMANN URB. ORRANTIA 310 502
20565780485,INFOBIP PERU S.A.C.,ACTIVO,HABIDO,150131,CAL. DIONISIO DERTEANO URB. SANTA ANA 184 302
20565793200,CELIMEDIC & ASOCIADOS S.A.C.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO ESTE URB. JARDIN 499
20565795326,IGS INTEGRAL GROUP SOLUTION S.A.C.,ACTIVO,HABIDO,150131,CAL. LAS ORQUIDEAS URB. JARDIN 675 801
20570860098,CORPORACION NEBUSI S.A.C.,ACTIVO,HABIDO,150131,PRO. JAVIER PRADO URB. -- 1166 202
20565830172,CONSORCIO IMESAPI - PATBEZA,ACTIVO,HABIDO,150131,CAL. AMADOR MERINO REYNA 267 602
20565831659,INVERSIONES MIRAI S.A.C.,ACTIVO,HABIDO,150131,AV. GUARDIA CIVIL 952
20565833350,R & M SUMINISTROS Y REPRESENTACIONES S.A.C.,ACTIVO,HABIDO,150131,CAL. CALLE 30 ---- URB.CORPAC 106 104
20565841379,SEMIR SERVICE E.I.R.L.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO ESTE 560 2302
20565857534,CONFIDENT DEL PERU S.A.C.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO OESTE URB. SAN FELIPE 1748 1702
20565866011,URBAN BUSINESS GROUP S.A.C.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO 476 2222
20565868226,LTZ RESOURCES S.A.,ACTIVO,HABIDO,150131,AV. REPÚBLICA DE COLOMBIA 791 604
20565868579,CORPORACION LOS SAUCES S.A.C.,ACTIVO,HABIDO,150131,CAL. LOS SAUCES 286 1404
20565869389,TERMINAL PORTUARIO JINZHAO PERU SA,ACTIVO,HABIDO,150131,AV. REPUBLICA DE COLOMBIA 791 604
20565881672,FONDO IMPULSO PYME 01 - FONDO DE INVERSION,ACTIVO,HABIDO,150131,AV. CAMINO REAL 390
20565882059,FONDO IMPULSO PYME 02 - FONDO DE INVERSION,ACTIVO,HABIDO,150131,AV. CAMINO REAL 390
20565882211,DRAGON PURPURA S.A.C.,ACTIVO,HABIDO,150131,PJ. JOSE DE ACOSTA URB. ORRANTIA DEL MAR 167 301
20565894651,GRUPO 3C S.A.C.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO ESTE URB. CORPAC 1224 201
20565895118,GPS MANAGEMENT DEL PERU S.A.C.,ACTIVO,HABIDO,150131,AV. RICARDO RIVERA NAVARRETE URB. JARDIN 475 901
20565904125,THE INCA DISTILLERY S.A.C.,ACTIVO,HABIDO,150131,CAL. LOS ROBLES URB. ORRANTIA 248 403
20565953258,GREEN INITIATIVE S.A.C.,ACTIVO,HABIDO,150131,AV. JUAN PEZET 1495 K
20565960548,ANDIKEM PERU SRL,ACTIVO,HABIDO,150131,AV. VICTOR ANDRES BELAUNDE URB. EL ROSARIO 147 B 1102
20565966660,J.R.V. INGENIEROS E.I.R.L.,ACTIVO,HABIDO,150131,AV. JUAN ANTONIO PEZET 1531
20574788456,MEDINA CONSULTORES E INMOBILIARIA EIRL,ACTIVO,HABIDO,150131,PRO. GENERAL ALVAREZ DE ARENAL URB. SANTA CRUZ 335
20565988981,IJM SERVICIOS MEDICOS S.A.C.,ACTIVO,HABIDO,150131,AV. EL ROSARIO CND. GOLF MILLENIUM TORRE 1 484 801
20565993802,ANCON INGENIERIA S.A.C.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO OESTE URB. ORRANTIA 1068 1102
20565998430,QULLQA S.A.C.,ACTIVO,HABIDO,150131,AV. ALVAREZ CALDERON 155 302
20566004934,ENERGIA Y RECURSOS AMBIENTALES DEL PERU S.A.,ACTIVO,HABIDO,150131,CAL. AMADOR MERINO REYNA 267 902
20566007526,LH & C BUSINESS DEL PERU E.I.R.L.,ACTIVO,HABIDO,150131,CAL. GERMAN SCHEREIBER URB. SANTA ANA 276
20566015111,GLOBALNEWS PERU S.A.C.,ACTIVO,HABIDO,150131,AV. ENRIQUE CANAVAL Y MOREYRA URB. SANTA ANA 340 803
20566018641,PHASE CONSULTORES S.A.C. - PHASE S.A.C.,ACTIVO,HABIDO,150131,CAL. LOS LIBERTADORES 105 82
20566029686,SERVICIOS DE MARKETING FARMACEUTICO S.A.C. - SEMAFAR S.A.C.,ACTIVO,HABIDO,150131,CAL. 32 URB. CORPAC 330 202
20566032474,ZENG RONGLIAO SOCIEDAD ANONIMA CERRADA - ZENG RONGLIAO S.A.C.,ACTIVO,HABIDO,150131,CAL. CAMELIAS 657
20566037191,PIKA GOURMET E.I.R.L.,ACTIVO,HABIDO,150131,AV. LAS CAMELIAS 673
20566037271,DON EMILIO VIVERO VILLA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,ACTIVO,HABIDO,150131,AV. TUDELA Y VARELA 135
20566046858,JUNTA DE PROPIETARIOS CALLE LOS LAURELES N° 327-333-335-339 URBANIZACION COUNTRY CLUB DISTRITO DE SA,ACTIVO,HABIDO,150131,---- LOS LAURELES URB. COUNTRY CLUB 333 SSGG
20566046939,PACIFICA CONTINENTAL PERU S.A.C.,ACTIVO,HABIDO,150131,AV. JORGE BASADRE URB. LAS PALMERAS 607
20566054109,INMOBILIARIA Y CONSTRUCTORA MALAIKA S.A.C.,ACTIVO,HABIDO,150131,CAL. LAS TORDILLAS URB. EL PALOMAR 196
20566067855,FIROPA S.A.C.,ACTIVO,HABIDO,150131,AV. AREQUIPA URB. FUNDO CONDE DE SAN ISIDRO 3383 401
20566068665,CORPORACION ADRIANZEN PALACIOS SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,150131,CAL. PUNTA NEGRA 215 401
20566069718,ALKA INVERSIONES INMOBILIARIAS SOCIEDAD ANONIMA CERRADA - ALKA INVERSIONES INMOBILIARIAS S.A.C,ACTIVO,HABIDO,150131,AV. LOS CONQUISTADORES URB. SANTA CRUZ 1118 203
20566075017,UNITED LOGISTICS SOLUTIONS PERU S.A.C.,ACTIVO,HABIDO,150131,CAL. RICARDO ANGULO RAMIREZ URB. CORPAC 776 203
20566078032,NATIONAL FACILITIES MANAGEMENT S.A.C.,ACTIVO,HABIDO,150131,AV. REPUBLICA DE PANAMA URB. EL PALOMAR 3531 601
20566086485,COMPAÑIA ENERGETICA RIO BLANCO SOCIEDAD ANONIMA CERRADA,ACTIVO,HABIDO,150131,AV. CAMINO  REAL URB. SANTA  CRUZ 1281 602
20566088186,WHITTEMBURY & VLAZSCHITZA E.I.R.L.,ACTIVO,HABIDO,150131,CAL. ODRIOZOLA 520 FDO
20566100739,BIZWARE PERU S.A.C.,ACTIVO,HABIDO,150131,CAL. MANUEL ATANASIO FUENTES 946
20570874803,GRUPO GREEN PLANET S.R.L.,ACTIVO,HABIDO,150131,AV. PETIT THOUARS 2870
20566127181,QORI FOODS S.A.C.,ACTIVO,HABIDO,150131,CAL. CONDE MONCLOA 315 301
20566129044,CHANTIER S.A.C.,ACTIVO,HABIDO,150131,---- C DE LA MONCLOVA 363 306
20566137144,CONSORCIO CAJAMARCA,ACTIVO,HABIDO,150131,AV. CAMINO REAL URB. SANTA ISABEL 1225 302
20566138469,C & C COBRANZAS PERU S.A.C. - COBPERU S.A.C.,ACTIVO,HABIDO,150131,AV. P THOUARS 3638
20566143381,DESARROLLO SALAVERRY 475 S.A.C.,ACTIVO,HABIDO,150131,AV. REPÚBLICA DE COLOMBIA URB. CHACARILLA DE SANTA CRUZ 791 301
20566153930,APR ARQUITECTURA S.A.C.,ACTIVO,HABIDO,150131,AV. ANDRES ARAMBURU URB. LIMATAMBO 1025
20566157331,UROPLASTIC GUTIERREZ CASTAÑEDA S. CIVIL DE R.L.,ACTIVO,HABIDO,150131,AV. JAVIER PRADO OESTE 970 301
20566161363,TRANSPORTES AOS S.A.C.,ACTIVO,HABIDO,150131,CAL. YEROVI\, LEONIDAS URB. SANTA ISABEL 149
20566161878,RETINA LIMA S.A.C.,ACTIVO,HABIDO,150131,AV. EMILIO CAVENECIA URB. SANTA CRUZ 225 719
20566196230,JAMAR SOLUCIONES OPERATIVAS S.A.C.,ACTIVO,HABIDO,150131,AV. DOS DE MAYO 1621
20566203201,TROIKAA PHARMACEUTICALS PERU S.A.C,ACTIVO,HABIDO,150131,CAL. SANTO TORIBIO 143 801
20566207029,GITHEL TOURS S.A.C.,ACTIVO,HABIDO,150131,CAL. CHINCHON 874 A
20566208181,WORKSAFE TECHNOLOGIES LATAM S.A.C.,ACTIVO,HABIDO,150131,AV. 2 DE MAYO URB. SAN FELIPE 1830
20566215048,GROUNDPROBE PERU S.A.C.,ACTIVO,HABIDO,150131,CAL. DIONISIO DERTEANO 144 P 19
20566216796,BABEL TRANSLATIONS S.A.C.,ACTIVO,HABIDO,150131,CAL. JUAN C. CAVERO URB. SAN ISIDRO 139
20566217849,DEVELOPMENT GROUP CONSULTING S.A.C.,ACTIVO,HABIDO,150131,AV. AREQUIPA URB. SANTA CRUZ 3659
20566228379,INVERSIONES Y SERVICIOS PRIMAVERA DEL NORTE S.A.C.,ACTIVO,HABIDO,150131,AV. AREQUIPA URB. FUNDO CONDE DE SAN ISIDRO 2875
